,amount,city,date,ppg,price,quality,state,state.name
0,3.54,Honolulu,2013-09-25,12.71,45,medium,HI,Hawaii
1,28.3,Hilo,2013-09-25,8.83,250,high,HI,Hawaii
2,3.54,Mountain View,2013-09-24,7.06,25,high,HI,Hawaii
3,28.3,Honolulu,2013-09-24,0.18,5,high,HI,Hawaii
4,28.3,Honolulu,2013-09-18,3.53,100,medium,HI,Hawaii
5,10.0,Honolulu,2013-09-18,1.0,10,medium,HI,Hawaii
6,3.54,Kapolei,2013-09-17,11.3,40,medium,HI,Hawaii
7,28.3,Honolulu,2013-09-16,10.6,300,medium,HI,Hawaii
8,28.3,Hilo,2013-09-15,7.07,200,medium,HI,Hawaii
9,5.0,Kailua Kona,2013-09-14,10.0,50,medium,HI,Hawaii
10,14.15,Kapolei,2013-09-13,11.31,160,high,HI,Hawaii
11,28.3,Honolulu,2013-09-12,9.19,260,high,HI,Hawaii
12,5.0,Kaneohe,2013-09-12,20.0,100,high,HI,Hawaii
13,28.3,Kaneohe,2013-09-12,15.55,440,high,HI,Hawaii
14,28.3,Honolulu,2013-09-11,5.3,150,high,HI,Hawaii
15,5.0,Kalaheo,2013-09-10,60.0,300,high,HI,Hawaii
16,28.3,Hanapepe,2013-09-10,1.06,30,medium,HI,Hawaii
17,5.0,Honolulu,2013-09-10,17.6,88,high,HI,Hawaii
18,28.3,Waianae,2013-09-07,12.37,350,medium,HI,Hawaii
19,28.3,Honolulu,2013-09-07,14.13,400,low,HI,Hawaii
20,28.3,Wailuku,2013-09-06,8.48,240,medium,HI,Hawaii
21,28.3,Hawi,2013-09-06,2.12,60,high,HI,Hawaii
22,28.3,Lahaina,2013-09-04,1.77,50,medium,HI,Hawaii
23,5.0,Kapaa,2013-09-03,10.0,50,low,HI,Hawaii
24,28.3,Kaunakakai,2013-09-02,10.6,300,medium,HI,Hawaii
25,28.3,Haleiwa,2013-09-02,10.6,300,medium,HI,Hawaii
26,3.54,Le Roy,2013-08-31,14.12,50,medium,HI,Hawaii
27,5.0,Hilo,2013-08-31,4.0,20,medium,HI,Hawaii
28,7.075,Honolulu,2013-08-30,14.13,100,high,HI,Hawaii
29,28.3,Aiea,2013-08-29,0.18,5,medium,HI,Hawaii
30,28.3,Hilo,2013-08-29,7.07,200,medium,HI,Hawaii
31,28.3,Kailua Kona,2013-08-27,14.13,400,high,HI,Hawaii
32,3.54,Kealakekua,2013-08-27,11.3,40,high,HI,Hawaii
33,7.075,Aiea,2013-08-26,9.89,70,high,HI,Hawaii
34,3.54,Ewa Beach,2013-08-25,16.95,60,high,HI,Hawaii
35,14.15,Lahaina,2013-08-20,10.6,150,medium,HI,Hawaii
36,14.15,Kihei,2013-08-19,8.48,120,medium,HI,Hawaii
37,28.3,Honolulu,2013-08-19,10.6,300,high,HI,Hawaii
38,20.0,Waialua,2013-08-17,1.0,20,medium,HI,Hawaii
39,14.15,Hanalei,2013-08-17,8.83,125,medium,HI,Hawaii
40,7.075,Kailua Kona,2013-08-16,19.79,140,high,HI,Hawaii
41,28.3,Hilo,2013-08-16,14.84,420,high,HI,Hawaii
42,5.0,Aiea,2013-08-16,10.0,50,high,HI,Hawaii
43,3.54,Honolulu,2013-08-16,28.25,100,high,HI,Hawaii
44,28.3,Honolulu,2013-08-15,10.6,300,high,HI,Hawaii
45,14.15,Honolulu,2013-08-14,15.55,220,high,HI,Hawaii
46,14.15,Honolulu,2013-08-14,7.77,110,high,HI,Hawaii
47,3.54,Waimanalo,2013-08-14,16.95,60,medium,HI,Hawaii
48,28.3,Kailua Kona,2013-08-12,2.83,80,high,HI,Hawaii
49,28.3,Hilo,2013-08-11,3.53,100,medium,HI,Hawaii
50,28.3,Honolulu,2013-08-09,3.53,100,high,HI,Hawaii
51,28.3,Kailua Kona,2013-08-07,3.53,100,medium,HI,Hawaii
52,28.3,Hilo,2013-08-07,7.07,200,high,HI,Hawaii
53,28.3,Honolulu,2013-08-07,10.6,300,medium,HI,Hawaii
54,28.3,Hilo,2013-08-07,4.42,125,medium,HI,Hawaii
55,14.15,Kailua,2013-08-06,12.01,170,high,HI,Hawaii
56,14.15,Honolulu,2013-08-06,8.83,125,medium,HI,Hawaii
57,7.075,Honolulu,2013-08-05,12.01,85,medium,HI,Hawaii
58,7.075,Kihei,2013-08-04,21.2,150,medium,HI,Hawaii
59,7.075,Aiea,2013-08-03,2.83,20,medium,HI,Hawaii
60,28.3,Honolulu,2013-08-02,1.77,50,high,HI,Hawaii
61,20.0,Waimanalo,2013-07-31,1.0,20,medium,HI,Hawaii
62,28.3,Haleiwa,2013-07-31,10.6,300,high,HI,Hawaii
63,28.3,Kihei,2013-07-30,0.71,20,high,HI,Hawaii
64,7.075,Kailua Kona,2013-07-29,11.31,80,medium,HI,Hawaii
65,3.54,Honolulu,2013-07-29,11.3,40,medium,HI,Hawaii
66,3.54,Honolulu,2013-07-29,12.71,45,medium,HI,Hawaii
67,14.15,Kaunakakai,2013-07-24,1.41,20,medium,HI,Hawaii
68,3.54,Honolulu,2013-07-23,11.3,40,medium,HI,Hawaii
69,5.0,Kapaa,2013-07-23,40.0,200,high,HI,Hawaii
70,28.3,Honolulu,2013-07-21,3.53,100,high,HI,Hawaii
71,28.3,Honolulu,2013-07-20,14.13,400,medium,HI,Hawaii
72,7.075,Aiea,2013-07-20,8.48,60,high,HI,Hawaii
73,3.54,Lahaina,2013-07-19,16.95,60,medium,HI,Hawaii
74,7.075,Pearl City,2013-07-15,4.95,35,high,HI,Hawaii
75,7.075,Hilo,2013-07-15,14.13,100,medium,HI,Hawaii
76,28.3,Honolulu,2013-07-11,2.12,60,medium,HI,Hawaii
77,28.3,Kaneohe,2013-07-05,10.6,300,high,HI,Hawaii
78,1.0,Honolulu,2013-07-04,20.0,20,medium,HI,Hawaii
79,28.3,Honolulu,2013-07-04,17.67,500,medium,HI,Hawaii
80,28.3,Honolulu,2013-07-03,10.6,300,medium,HI,Hawaii
81,28.3,Honolulu,2013-07-02,4.24,120,high,HI,Hawaii
82,28.3,Hawi,2013-07-02,7.07,200,high,HI,Hawaii
83,3.54,Honolulu,2013-06-25,16.95,60,medium,HI,Hawaii
84,3.54,Kaneohe,2013-06-25,14.12,50,medium,HI,Hawaii
85,3.54,Honolulu,2013-06-24,14.12,50,medium,HI,Hawaii
86,7.075,Hilo,2013-06-24,14.13,100,medium,HI,Hawaii
87,14.15,Honolulu,2013-06-23,10.6,150,high,HI,Hawaii
88,7.075,Honolulu,2013-06-21,10.6,75,high,HI,Hawaii
89,28.3,Kailua,2013-06-21,7.95,225,medium,HI,Hawaii
90,28.3,Honolulu,2013-06-21,9.72,275,medium,HI,Hawaii
91,3.54,Kula,2013-06-21,14.12,50,high,HI,Hawaii
92,14.15,Honolulu,2013-06-20,17.67,250,high,HI,Hawaii
93,14.15,Honolulu,2013-06-18,21.2,300,medium,HI,Hawaii
94,7.075,Honolulu,2013-06-18,12.01,85,medium,HI,Hawaii
95,3.54,Kailua,2013-06-17,15.54,55,high,HI,Hawaii
96,3.54,Ewa Beach,2013-06-15,12.71,45,medium,HI,Hawaii
97,14.15,Lahaina,2013-06-15,9.19,130,high,HI,Hawaii
98,3.54,Kihei,2013-06-15,12.71,45,high,HI,Hawaii
99,28.3,Hauula,2013-06-14,8.83,250,medium,HI,Hawaii
100,14.15,Kapolei,2013-06-14,14.13,200,medium,HI,Hawaii
101,10.0,Aiea,2013-06-13,20.0,200,medium,HI,Hawaii
102,28.3,Pearl City,2013-06-11,1.06,30,medium,HI,Hawaii
103,3.54,Honolulu,2013-06-11,28.25,100,high,HI,Hawaii
104,7.075,Hilo,2013-06-10,14.13,100,medium,HI,Hawaii
105,5.0,Anahola,2013-06-10,100.0,500,high,HI,Hawaii
106,28.3,Ewa Beach,2013-06-07,0.71,20,medium,HI,Hawaii
107,3.54,Honokaa,2013-06-05,14.12,50,medium,HI,Hawaii
108,3.54,Haleiwa,2013-06-05,12.71,45,medium,HI,Hawaii
109,28.3,Honolulu,2013-05-30,9.19,260,medium,HI,Hawaii
110,14.15,Ocean View,2013-05-30,7.07,100,high,HI,Hawaii
111,28.3,Kahului,2013-05-30,12.37,350,high,HI,Hawaii
112,28.3,Mililani,2013-05-26,10.6,300,medium,HI,Hawaii
113,28.3,Honolulu,2013-05-26,9.89,280,high,HI,Hawaii
114,28.3,Pearl City,2013-05-25,10.6,300,high,HI,Hawaii
115,28.3,Pearl City,2013-05-25,10.95,310,medium,HI,Hawaii
116,3.54,Lahaina,2013-05-23,16.95,60,high,HI,Hawaii
117,28.3,Aiea,2013-05-21,10.6,300,high,HI,Hawaii
118,28.3,Mililani,2013-05-21,0.35,10,medium,HI,Hawaii
119,28.3,Honolulu,2013-05-19,3.53,100,medium,HI,Hawaii
120,28.3,Kaneohe,2013-05-17,7.07,200,medium,HI,Hawaii
121,7.075,Lahaina,2013-05-15,14.13,100,medium,HI,Hawaii
122,3.54,Kaneohe,2013-05-15,14.12,50,medium,HI,Hawaii
123,28.3,Kapolei,2013-05-14,8.48,240,medium,HI,Hawaii
124,28.3,Honolulu,2013-05-07,1.77,50,medium,HI,Hawaii
125,3.54,Ewa Beach,2013-05-07,11.3,40,high,HI,Hawaii
126,28.3,Honolulu,2013-05-07,10.6,300,medium,HI,Hawaii
127,28.3,Honolulu,2013-05-06,0.35,10,medium,HI,Hawaii
128,3.54,Waipahu,2013-05-05,9.89,35,medium,HI,Hawaii
129,14.15,Kailua,2013-05-03,14.13,200,high,HI,Hawaii
130,3.54,Wahiawa,2013-05-01,19.77,70,high,HI,Hawaii
131,28.3,Honolulu,2013-05-01,13.25,375,high,HI,Hawaii
132,28.3,Honolulu,2013-05-01,11.31,320,high,HI,Hawaii
133,28.3,Kilauea,2013-04-29,10.6,300,medium,HI,Hawaii
134,3.54,Kapolei,2013-04-28,11.3,40,medium,HI,Hawaii
135,3.54,Wailuku,2013-04-28,5.65,20,high,HI,Hawaii
136,5.0,Ewa Beach,2013-04-26,4.0,20,medium,HI,Hawaii
137,28.3,Waianae,2013-04-26,10.6,300,high,HI,Hawaii
138,14.15,Aiea,2013-04-25,1.41,20,medium,HI,Hawaii
139,28.3,Kihei,2013-04-23,10.6,300,medium,HI,Hawaii
140,5.0,Kihei,2013-04-22,8.0,40,medium,HI,Hawaii
141,3.54,Kaneohe,2013-04-22,16.95,60,medium,HI,Hawaii
142,28.3,Kailua Kona,2013-04-21,7.07,200,medium,HI,Hawaii
143,28.3,Honolulu,2013-04-21,19.79,560,medium,HI,Hawaii
144,28.3,Lahaina,2013-04-20,11.31,320,high,HI,Hawaii
145,3.54,Honolulu,2013-04-19,14.12,50,medium,HI,Hawaii
146,28.3,Honolulu,2013-04-19,1.77,50,medium,HI,Hawaii
147,3.54,Kailua Kona,2013-04-19,28.25,100,medium,HI,Hawaii
148,3.54,Ewa Beach,2013-04-18,11.3,40,high,HI,Hawaii
149,7.075,Kapolei,2013-04-14,16.96,120,medium,HI,Hawaii
150,28.3,Kailua Kona,2013-04-12,7.42,210,high,HI,Hawaii
151,7.075,Honolulu,2013-04-11,8.48,60,medium,HI,Hawaii
152,5.0,Ocean View,2013-04-08,20.0,100,high,HI,Hawaii
153,14.15,Kailua Kona,2013-04-05,9.89,140,high,HI,Hawaii
154,28.3,Ewa Beach,2013-04-04,21.2,600,high,HI,Hawaii
155,5.0,Kaneohe,2013-03-31,3.0,15,medium,HI,Hawaii
156,28.3,Hilo,2013-03-31,8.83,250,medium,HI,Hawaii
157,28.3,Captain Cook,2013-03-30,10.6,300,high,HI,Hawaii
158,28.3,Waianae,2013-03-30,12.37,350,high,HI,Hawaii
159,14.15,Honolulu,2013-03-29,1.41,20,low,HI,Hawaii
160,28.3,Aiea,2013-03-28,0.35,10,medium,HI,Hawaii
161,1.0,Mililani,2013-03-27,20.0,20,high,HI,Hawaii
162,28.3,Cedar Ridge,2013-03-26,14.13,400,high,HI,Hawaii
163,10.0,Honolulu,2013-03-25,1.0,10,medium,HI,Hawaii
164,7.075,Hilo,2013-03-25,7.07,50,medium,HI,Hawaii
165,28.3,Hilo,2013-03-25,4.24,120,medium,HI,Hawaii
166,28.3,Waipahu,2013-03-24,0.35,10,low,HI,Hawaii
167,3.54,Kula,2013-03-23,11.3,40,high,HI,Hawaii
168,28.3,Ocean View,2013-03-22,4.95,140,high,HI,Hawaii
169,3.54,Hilo,2013-03-22,16.95,60,medium,HI,Hawaii
170,3.54,Honolulu,2013-03-21,14.12,50,medium,HI,Hawaii
171,14.15,Kamuela,2013-03-21,12.37,175,high,HI,Hawaii
172,28.3,Kailua,2013-03-19,35.34,1000,high,HI,Hawaii
173,28.3,Honolulu,2013-03-19,8.83,250,high,HI,Hawaii
174,28.3,Honolulu,2013-03-19,9.89,280,high,HI,Hawaii
175,7.075,Honolulu,2013-03-18,14.13,100,medium,HI,Hawaii
176,28.3,Aiea,2013-03-17,0.71,20,medium,HI,Hawaii
177,28.3,Kahului,2013-03-17,10.6,300,high,HI,Hawaii
178,5.0,Aiea,2013-03-14,12.6,63,medium,HI,Hawaii
